Group,Title,Year,Month,Day,Time,Detail,last,End Year,End Month,End Day,End Time,Display Date,URL,Image URL,Image Credit,Type,Head
DC,機動戦士ガンダム外伝 コロニーの落ちた地で…,1999,8,26,,,,,,,,,,,,,
PS,スペクトラルフォース 愛しき邪悪,1999,8,26,,保持,,,,,,,,,,,
PS,いつか重なりあう未来へ シロウ編,1999,8,26,,保持,end,,,,,,,,,,
PS,ワールドサッカー実況ウイニングイレブン4,1999,9,2,,保持,end,,,,,,,,,,
DC,Jリーグプロサッカークラブをつくろう!,1999,9,30,,,,,,,,,,,,,
PS,サイキックフォース2,1999,10,7,,,,,,,,,,,,,
PS,ジルオール,1999,10,7,,保持,end,,,,,,,,,,
PS,デュープリズム,1999,10,14,,,,,,,,,,,,,
DC,ギガウイング,1999,11,11,,保持,end,,,,,,,,,,
PS,真・魔装機神 PANZER WARFARE,1999,11,25,,,,,,,,,,,,,
DC,サンライズ英雄譚,1999,12,2,,保持,end,,,,,,,,,,
N64,カスタムロボ,1999,12,8,,,,,,,,,,,,,
DC,電脳戦機バーチャロン オラトリオ・タングラム,1999,12,9,,,,,,,,,,,,,
PS,グランツーリスモ2,1999,12,11,,保持,end,,,,,,,,,,
DC,スペースチャンネル5,1999,12,16,,,,,,,,,,,,,
N64,マリオパーティ2,1999,12,17,,,,,,,,,,,,,
NGPC,頂上決戦 最強ファイターズ SNK VS. CAPCOM,1999,12,22,,,,,,,,,,,,,
PS,ヴァルキリープロファイル,1999,12,22,,,,,,,,,,,,,
DC,魔剣X,1999,12,25,,,,,,,,,,,,,
DC,ジョジョの奇妙な冒険 未来への遺産,1999,12,25,,,end,,,,,,,,,,
DC,クレイジータクシー,2000,1,27,,,,,,,,,,,,,
PS,機動戦士ガンダム ギレンの野望 ジオンの系譜,2000,2,10,,保持,end,,,,,,,,,,
PS2,ストリートファイターEX3,2000,3,4,,,,,,,,,,,,,
DC,MARVEL VS. CAPCOM 2 NEW AGE OF HEROES,2000,3,30,,,end,,,,,,,,,,
DC,ザ・タイピング・オブ・ザ・デッド,2000,3,30,,,,,,,,,,,,,
PS2,デッド オア アライブ2,2000,3,30,,,,,,,,,,,,,
WSC,ポケットファイター,2000,4,6,,,,,,,,,,,,,
DC,パワーストーン2,2000,4,27,,,,,,,,,,,,,
PS,ファイナルファンタジーIX,2000,7,7,,,,,,,,,,,,,
PS2,真・三國無双,2000,8,3,,,,,,,,,,,,,
DC,SPAWN in the Demon's Hand,2000,8,10,,,,,,,,,,,,,
DC,CAPCOM VS. SNK ミレニアムファイト2000,2000,9,6,,保持,end,,,,,,,,,,
PS2,サンライズ英雄譚R,2000,11,22,,保持,end,,,,,,,,,,
DC,パワースマッシュ,2000,11,23,,保持,end,,,,,,,,,,
PS,テイルズ オブ エターニア,2000,11,30,,保持,end,,,,,,,,,,
PS2,はじめの一歩 VICTORIOUS BOXERS,2000,12,14,,保持,end,,,,,,,,,,
DC,ファンタシースターオンライン,2000,12,21,,,,,,,,,,,,,
DC,NBA 2K1,2001,3,29,,保持,,,,,,,,,,,
PS2,グランツーリスモ3 A-spec,2001,4,28,,保持,end,,,,,,,,,,
PS2,ファイナルファンタジーX,2001,7,19,,,,,,,,,,,,,
GBA,マリオカートアドバンス,2001,7,21,,,,,,,,,,,,,
PS2,デビルメイクライ,2001,8,23,,,,,,,,,,,,,
GC,スーパーモンキーボール,2001,9,14,,,,,,,,,,,,,
PS2,真・三國無双2,2001,9,20,,,,,,,,,,,,,
DC,パワースマッシュ2,2001,11,15,,保持,,,,,,,,,,,
GC,大乱闘スマッシュブラザーズDX,2001,11,21,,,,,,,,,,,,,
PS2, メタルギアソリッド2 サンズ・オブ・リバティ,2001,11,29,,保持,end,,,,,,,,,,
PS2,ICO,2001,12,6,,,,,,,,,,,,,
PS2,機動戦士ガンダム 連邦vs.ジオンDX,2001,12,6,,保持,end,,,,,,,,,,
PS2,ワールドサッカーウイニングイレブン5 ファイナルエヴォリューション,2001,12,13,,保持,end,,,,,,,,,,
PS2,ゼノサーガ エピソードI［力への意志］,2002,2,28,,保持,end,,,,,,,,,,
PS2,アーマード・コア3,2002,4,4,,,,,,,,,,,,,
XBox,HALO,2002,4,25,,,,,,,,,,,,,
PS2,ワールドサッカーウイニングイレブン6,2002,4,25,,保持,end,,,,,,,,,,
PS2,.hack//感染拡大 Vol.1,2002,6,20,,,,,,,,,,,,,
PS2,機動戦士ガンダム戦記 Lost War Chronicles,2002,8,1,,,,,,,,,,,,,
GBA,伝説のスタフィー,2002,9,6,,,,,,,,,,,,,
XBox,鉄騎,2002,9,12,,,,,,,,,,,,,
PS2,テイルズ オブ デスティニー2,2002,11,28,,保持,end,,,,,,,,,,
PS2,スターオーシャン Till the End of Time,2003,2,27,,保持,end,,,,,,,,,,
PS2,真・三國無双3,2003,2,27,,保持,end,,,,,,,,,,
PS2,ファイナルファンタジーX-2,2003,3,13,,,,,,,,,,,,,
GBA,ファイアーエムブレム 烈火の剣,2003,4,25,,保持,,,,,,,,,,,
PS2,メタルスラッグ3,2003,6,19,,,,,,,,,,,,,
PS2,THE 地球防衛軍 ,2003,6,26,,保持,end,,,,,,,,,,
GC,カービィのエアライド,2003,7,11,,,,,,,,,,,,,
PS2,ワールドサッカーウイニングイレブン7,2003,8,7,,保持,end,,,,,,,,,,
GC,マリオカート ダブルダッシュ!!,2003,11,7,,,,,,,,,,,,,
GC,マリオパーティ5,2003,11,28,,,,,,,,,,,,,
PS2,SSX3,2003,12,18,,保持,,,,,,,,,,,
PS2,塊魂,2004,3,18,,,,,,,,,,,,,
GBA,ロックマンゼロ3,2004,4,23,,,,,,,,,,,,,
PS2,ワールドサッカーウイニングイレブン8,2004,8,5,,保持,end,,,,,,,,,,
PS2,鋼の錬金術師 ドリームカーニバル ,2004,8,26,,,,,,,,,,,,,
PS2,マッデンNFL スーパーボウル 2005,2004,11,18,,保持,,,,,,,,,,,
PS2,ドラゴンクエストVIII 空と海と大地と呪われし姫君,2004,11,27,,,,,,,,,,,,,
NDS,きみのためなら死ねる,2004,12,2,,保持,end,,,,,,,,,,
NDS,テニスの王子様2005 クリスタルドライブ,2004,12,2,,保持,,,,,,,,,,,
PS2,機動戦士ガンダム ガンダムvs.Ζガンダム,2004,12,9,,,end,,,,,,,,,,
PSP,どこでもいっしょ,2004,12,16,,保持,,,,,,,,,,,
PS2,テイルズ オブ リバース,2004,12,16,,保持,end,,,,,,,,,,
PS2,メタルギアソリッド3 スネークイーター,2004,12,16,,,end,,,,,,,,,,
PS2,グランツーリスモ4,2004,12,28,,保持,end,,,,,,,,,,
PS2,真・三國無双4,2005,2,24,,保持,end,,,,,,,,,,
NDS,メテオス,2005,3,10,,保持,end,,,,,,,,,,
PS2,機動戦士ガンダム 一年戦争,2005,4,7,,,,,,,,,,,,,
NDS,nintendogs 柴&フレンズ,2005,4,21,,保持,end,,,,,,,,,,
NDS,脳を鍛える大人のDSトレーニング,2005,5,19,,保持,end,,,,,,,,,,
NDS,ボンバーマン,2005,5,19,,,,,,,,,,,,,
PS2,幽☆遊☆白書FOREVER,2005,5,19,,,,,,,,,,,,,
NDS,やわらかあたま塾,2005,6,30,,,,,,,,,,,,,
NDS,ロックマンエグゼ5DS ツインリーダーズ,2005,7,21,,,,,,,,,,,,,
PS2,THE 地球防衛軍 ,2005,7,28,,保持,end,,,,,,,,,,
NDS,押忍!闘え!応援団,2005,7,28,,,,,,,,,,,,,
PS2,ワールドサッカーウイニングイレブン9,2005,8,4,,保持,end,,,,,,,,,,
NDS,ジャンプスーパースターズ,2005,8,8,,,,,,,,,,,,,
NDS,逆転裁判 蘇る逆転,2005,9,15,,,,,,,,,,,,,
PSP,プリンセスクラウン,2005,9,22,,保持,,,,,,,,,,,
PS2,ワンダと巨像,2005,10,27,,保持,end,,,,,,,,,,
NDS,だれでもアソビ大全,2005,11,3,,,,,,,,,,,,,
PS2,機動戦士ガンダムSEED 連合vs.Z.A.F.T.,2005,11,17,,保持,end,,,,,,,,,,
NDS,マリオカートDS,2005,12,8,,保持,end,,,,,,,,,,
PS2,THE お姉チャンバラ2,2005,12,22,,保持,,,,,,,,,,,
NDS,ぷよぷよフィーバー2,2005,12,24,,保持,end,,,,,,,,,,
NDS,もっと脳を鍛える大人のDSトレーニング,2005,12,29,,保持,,,,,,,,,,,
NDS,マリオ&ルイージRPG2,2005,12,29,,保持,end,,,,,,,,,,
NDS,BLEACH DS 蒼天に駆ける運命,2006,1,26,,保持,,,,,,,,,,,
NDS,英語が苦手な大人のDSトレーニング えいご漬け,2006,1,26,,保持,,,,,,,,,,,
NDS,いつでもどこでも できる将棋 AI将棋DS,2006,2,23,,保持,,,,,,,,,,,
NDS,聖剣伝説DS CHILDREN of MANA,2006,3,2,,保持,end,,,,,,,,,,
PS2,ファイナルファンタジーXII,2006,3,16,,保持,end,,,,,,,,,,
PS2,プロサッカークラブをつくろう! ヨーロッパチャンピオンシップ,2006,3,29,,保持,,,,,,,,,,,
NDS,テトリスDS,2006,4,27,,保持,end,,,,,,,,,,
PS2,ワールドサッカーウイニングイレブン10,2006,4,27,,保持,end,,,,,,,,,,
NDS,New スーパーマリオブラザーズ,2006,5,25,,保持,end,,,,,,,,,,
GBA,リズム天国,2006,8,3,,保持,end,,,,,,,,,,
NDS,スターフォックス コマンド,2006,8,3,,保持,end,,,,,,,,,,
NDS,ファイナルファンタジーIII,2006,8,24,,保持,end,,,,,,,,,,
PSP,ガンダムバトルロワイヤル,2006,10,5,,保持,end,,,,,,,,,,
GBA,ファイナルファンタジーV アドバンス,2006,10,12,,保持,end,,,,,,,,,,
NDS,激闘! カスタムロボ,2006,10,19,,,,,,,,,,,,,
NDS,大人の常識力トレーニングDS,2006,10,26,,,,,,,,,,,,,
NDS,ワールドサッカーウイニングイレブンDS,2006,11,2,,保持,,,,,,,,,,,
GBA,ファイナルファンタジーVI アドバンス,2006,11,30,,保持,end,,,,,,,,,,
Wii,Wii Sports,2006,12,2,,保持,,,,,,,,,,,
Wii,ゼルダの伝説 トワイライトプリンセス,2006,12,2,,保持,,,,,,,,,,,
Wii,はじめてのWii,2006,12,2,,保持,end,,,,,,,,,,
Wii,SDガンダム スカッドハンマーズ,2006,12,2,,,,,,,,,,,,,
Wii,縁日の達人,2006,12,2,,,,,,,,,,,,,
Wii,ラビッツ・パーティー,2006,12,14,,保持,end,,,,,,,,,,
PSP,ワールドサッカー ウイニングイレブン10 ユビキタスエヴォリューション,2006,12,14,,保持,,,,,,,,,,,
PSP,メタルギアソリッド ポータブル・オプス,2006,12,21,,保持,end,,,,,,,,,,
NDS,世界樹の迷宮,2007,1,18,,,,,,,,,,,,,
NDS,BLEACH DS 2nd 黒衣ひらめく鎮魂歌,2007,2,15,,保持,end,,,,,,,,,,
NDS,レイトン教授と不思議な町,2007,2,15,,,end,,,,,,,,,,
Wii,ファイアーエムブレム 暁の女神,2007,2,22,,保持,end,,,,,,,,,,
Wii,ボンバーマンランド Wii,2007,3,8,,,,,,,,,,,,,
NDS,ことばのパズル もじぴったんDS,2007,3,15,,保持,,,,,,,,,,,
PS2,無双OROCHI,2007,3,21,,保持,end,,,,,,,,,,
Wii,スーパーペーパーマリオ,2007,4,19,,保持,end,,,,,,,,,,
PSP,ファイナルファンタジータクティクス 獅子戦争,2007,5,10,,保持,,,,,,,,,,,
PS2,オーディンスフィア,2007,5,17,,保持,,,,,,,,,,,
NDS,いただきストリートDS,2007,6,21,,,,,,,,,,,,,
Wii,ドラゴンクエストソード 仮面の女王と鏡の塔,2007,7,12,,保持,end,,,,,,,,,,
Wii,マリオパーティ8,2007,7,26,,,,,,,,,,,,,
PS3,みんなのGOLF 5,2007,7,26,,保持,,,,,,,,,,,
PSP,ガンダムバトルクロニクル,2007,10,4,,保持,end,,,,,,,,,,
Wii,スーパーマリオギャラクシー,2007,11,1,,保持,end,,,,,,,,,,
NDS,マリオパーティDS,2007,11,8,,,,,,,,,,,,,
NDS,ドラゴンクエストIV 導かれし者たち,2007,11,22,,保持,end,,,,,,,,,,
PS2,ワールドサッカー ウイニングイレブン 2008,2007,11,22,,保持,end,,,,,,,,,,
NDS,レイトン教授と悪魔の箱,2007,11,29,,,,,,,,,,,,,
Wii,Wii Fit,2007,12,1,,保持,,,,,,,,,,,
PS3,アンチャーテッド エル・ドラドの秘宝,2007,12,6,,保持,end,,,,,,,,,,
NDS,高速カードバトル カードヒーロー,2007,12,20,,保持,end,,,,,,,,,,
NDS,ファイナルファンタジーIV,2007,12,20,,保持,end,,,,,,,,,,
NDS,フロム・ジ・アビス,2008,1,17,,保持,end,,,,,,,,,,
Wii,大乱闘スマッシュブラザーズX,2008,1,31,,保持,end,,,,,,,,,,
Wii,ファミリースキー,2008,1,31,,保持,end,,,,,,,,,,
Wii,ウイニングイレブンプレーメーカー2008,2008,2,28,,保持,end,,,,,,,,,,
PSP,モンスターハンターポータブル 2nd G,2008,3,27,,保持,end,,,,,,,,,,
PS2,無双OROCHI 魔王再臨,2008,4,3,,保持,end,,,,,,,,,,
Wii,マリオカートWii,2008,4,10,,保持,end,,,,,,,,,,
PS3,メタルギアソリッド4 ガンズ・オブ・ザ・パトリオット,2008,6,12,,保持,end,,,,,,,,,,
Wii,テイルズ オブ シンフォニア -ラタトスクの騎士-,2008,6,26,,,,,,,,,,,,,
NDS,大合奏!バンドブラザーズDX,2008,6,26,,保持,end,,,,,,,,,,
PS2,ペルソナ4,2008,7,10,,保持,,,,,,,,,,,
NDS,ドラゴンクエストV 天空の花嫁,2008,7,17,,保持,end,,,,,,,,,,
PSP,ガンダムバトルユニバース,2008,7,17,,保持,end,,,,,,,,,,
NDS,リズム天国ゴールド,2008,7,31,,保持,end,,,,,,,,,,
NDS,ファイアーエムブレム 新・暗黒竜と光の剣,2008,8,7,,,,,,,,,,,,,
PS2,Jリーグウイニングイレブン2008 クラブチャンピオンシップ,2008,8,31,,保持,end,,,,,,,,,,
NDS,クイズマジックアカデミーDS,2008,9,12,,保持,,,,,,,,,,,
PSP,マクロスエースフロンティア,2008,10,9,,保持,end,,,,,,,,,,
NDS,星のカービィ ウルトラスーパーデラックス,2008,11,6,,保持,end,,,,,,,,,,
NDS,クロノ・トリガー,2008,11,20,,保持,end,,,,,,,,,,
PS2,ワールドサッカー ウイニングイレブン 2009,2009,1,29,,保持,end,,,,,,,,,,
PS2,機動戦士ガンダム ギレンの野望 アクシズの脅威V,2009,2,12,,保持,end,,,,,,,,,,
PS3,ストリートファイターIV,2009,2,12,,保持,end,,,,,,,,,,
Wii,朧村正,2009,4,9,,保持,end,,,,,,,,,,
PSP,ペルソナ,2009,4,29,,保持,end,,,,,,,,,,
Wii,Wii Sports Resort,2009,6,25,,保持,end,,,,,,,,,,
NDS,ドラゴンクエストIX 星空の守り人,2009,7,11,,保持,end,,,,,,,,,,
Wii,モンスターハンター3,2009,8,1,,保持,end,,,,,,,,,,
NDS,ラブプラス,2009,9,3,,,,,,,,,,,,,
NDS,ポケットモンスター ソウルシルバー,2009,9,12,,保持,,,,,,,,,,,
NDS,ポケットモンスター ハートゴールド,2009,9,12,,保持,end,,,,,,,,,,
PSP,グランツーリスモ,2009,10,1,,保持,end,,,,,,,,,,
Wii,大神,2009,10,15,,保持,end,,,,,,,,,,
PS3,アンチャーテッド 黄金刀と消えた船団,2009,10,15,,保持,end,,,,,,,,,,
PS3,ベヨネッタ,2009,10,29,,,end,,,,,,,,,,
PSP,ペルソナ3ポータブル,2009,11,1,,保持,end,,,,,,,,,,
Wii,New スーパーマリオブラザーズ Wii,2009,12,3,,保持,end,,,,,,,,,,
PS2,ワールドサッカー ウイニングイレブン 2010,2009,12,10,,保持,end,,,,,,,,,,
NDS,ドラゴンクエストVI 幻の大地,2010,1,28,,保持,end,,,,,,,,,,
Wii,斬撃のレギンレイヴ,2010,2,11,,保持,end,,,,,,,,,,
PSP,ガンダムアサルトサヴァイブ,2010,3,18,,保持,end,,,,,,,,,,
PS3,God of War,2010,3,18,,,end,,,,,,,,,,
PS3,God of War 2,2010,3,18,,,end,,,,,,,,,,
PSP,メタルギアソリッド ピースウォーカー,2010,4,29,,保持,end,,,,,,,,,,
PS3,ロストプラネット2,2010,5,20,,,,,,,,,,,,,
PS3,ワールドサッカー ウイニングイレブン2010 蒼き侍の挑戦,2010,5,20,,保持,end,,,,,,,,,,
Wii,スーパーマリオギャラクシー2,2010,5,27,,保持,end,,,,,,,,,,
NDS,スーパーロボット大戦OGサーガ 魔装機神 THE LORD OF ELEMENTAL,2010,5,27,,保持,end,,,,,,,,,,
NDS,ロックマン ゼロ コレクション,2010,6,10,,保持,,,,,,,,,,,
PS3,戦国BASARA4,2010,7,29,,,end,,,,,,,,,,
PS3,劇場版マクロスF〜イツワリノウタヒメ〜 Hybrid Pack,2010,10,7,,保持,end,,,,,,,,,,
PS3,VANQUISH,2010,10,21,,,,,,,,,,,,,
PS3,ワールドサッカー ウイニングイレブン 2011,2010,10,28,,保持,end,,,,,,,,,,
PSP,ダンガンロンパ 希望の学園と絶望の高校生,2010,11,25,,保持,end,,,,,,,,,,
PS3,グランツーリスモ5,2010,11,25,,保持,end,,,,,,,,,,
PSP,モンスターハンターポータブル 3rd,2010,12,1,,保持,end,,,,,,,,,,
PS3,ガンダム無双2,2010,12,16,,,end,,,,,,,,,,
Wii,ラストストーリー,2011,1,27,,保持,end,,,,,,,,,,
PS3,Dragon Age: Origins,2011,1,27,,保持,end,,,,,,,,,,
PS3,戦国無双3 Z,2011,2,10,,,end,,,,,,,,,,
PS3,MARVEL VS. CAPCOM 3 Fate of Two Worlds,2011,2,17,,保持,end,,,,,,,,,,
PS3,真・三國無双6,2011,3,10,,保持,end,,,,,,,,,,
PS3,inFAMOUS 2,2011,7,7,,保持,end,,,,,,,,,,
PS3,ノーモア★ヒーローズ 英雄たちの楽園,2011,7,21,,保持,end,,,,,,,,,,
PS3,ICO,2011,9,22,,保持,end,,,,,,,,,,
PS3,ワンダと巨像,2011,9,22,,保持,end,,,,,,,,,,
PS3,DARK SOULS,2011,9,22,,保持,end,,,,,,,,,,
PS3,ワールドサッカー ウイニングイレブン 2012,2011,10,6,,保持,end,,,,,,,,,,
PS3,劇場版マクロスF〜サヨナラノツバサ〜 Hybrid Pack,2011,10,22,,保持,end,,,,,,,,,,
PS3,メタルギア ソリッド HD エディション MGS2,2011,11,23,,保持,end,,,,,,,,,,
PS3,メタルギア ソリッド HD エディション MGS3,2011,11,23,,保持,end,,,,,,,,,,
PS3,アンチャーテッド 砂漠に眠るアトランティス,2011,11,2,,保持,end,,,,,,,,,,
PS3,SSX,2012,3,15,,保持,end,,,,,,,,,,
PS3,The Last of Us,2012,6,14,,保持,play,,,,,,,,,,
PS3,ワールドサッカー ウイニングイレブン 2013,2012,10,4,,保持,end,,,,,,,,,,
PS3,真・ガンダム無双,2012,12,19,,保持,end,,,,,,,,,,
PS3,メタルギア ライジング リベンジェンス,2013,2,21,,保持,end,,,,,,,,,,
PS3,初音ミク Project DIVA F,2013,3,7,,保持,end,,,,,,,,,,
PS3,ドラゴンズ ドグマ：ダークアリズン,2013,4,25,,保持,end,,,,,,,,,,
PS3,ガンダムブレイカー,2013,6,27,,保持,end,,,,,,,,,,
PSVITA,ドラゴンズクラウン,2013,7,25,,保持,end,,,,,,,,,,
PS3,ドラゴンズクラウン,2013,7,25,,保持,end,,,,,,,,,,
PS3,ジョジョの奇妙な冒険 オールスターバトル,2013,8,29,,保持,end,,,,,,,,,,
3DS,モンスターハンター4,2013,9,14,,保持,end,,,,,,,,,,
PS3,ワールドサッカー ウイニングイレブン 2014,2013,11,14,,保持,end,,,,,,,,,,
PS3,グランツーリスモ6,2013,12,6,,保持,end,,,,,,,,,,
PS3,DARK SOULS II,2014,3,13,,保持,end,,,,,,,,,,
PS4,メタルギアソリッドV グラウンド・ゼロズ,2014,3,20,,保持,end,,,,,,,,,,
PSVITA,俺の屍を越えてゆけ2,2014,7,17,,保持,,,,,,,,,,,
PS3,ワールドサッカー ウイニングイレブン 2015,2014,11,13,,保持,end,,,,,,,,,,
PS3,ドラゴンクエストヒーローズ 闇竜と世界樹の城,2015,2,26,,保持,end,,,,,,,,,,
3DS,ゼノブレイド,2015,4,2,,保持,,,,,,,,,,,
PS4,メタルギアソリッドV ファントムペイン,2015,9,2,,保持,wait,,,,,,,,,,
PS4,ウイニングイレブン 2016,2015,10,1,,保持,end,,,,,,,,,,
3DS,モンスターハンター クロス,2015,11,28,,保持,end,,,,,,,,,,
PS3,グランド・セフト・オート・サンアンドレアス,2015,12,17,,保持,end,,,,,,,,,,
PS4,ドラゴンクエストビルダーズ アレフガルドを復活せよ,2016,1,28,,保持,end,,,,,,,,,,
PS4,DARK SOULS III,2016,3,24,,保持,wait,,,,,,,,,,
PS4,アンチャーテッド 海賊王と最後の秘宝,2016,5,10,,保持,wait,,,,,,,,,,
PS4,ドラゴンクエストヒーローズII 双子の王と予言の終わり,2016,5,27,,保持,end,,,,,,,,,,
PS4,ペルソナ5,2016,9,15,,保持,end,,,,,,,,,,
PS4,ウイニングイレブン 2017,2016,9,15,,保持,end,,,,,,,,,,
PS4,人喰いの大鷲トリコ,2016,12,6,,保持,end,,,,,,,,,,
PS4,仁王,2017,2,6,,保持,wait,,,,,,,,,,
PS4,ニーア オートマタ,2017,2,23,,保持,end,,,,,,,,,,
Switch,ゼルダの伝説 ブレス オブ ザ ワイルド,2017,3,3,,保持,end,,,,,,,,,,
3DS,モンスターハンター ダブルクロス,2017,3,18,,保持,play,,,,,,,,,,
Switch,マリオカート8 デラックス,2017,4,28,,保持,end,,,,,,,,,,
Switch,Minecraft Switch Edition,2017,5,12,,保持,play,,,,,,,,,,
Switch,スプラトゥーン2,2017,7,21,,保持,end,,,,,,,,,,
PS4,ドラゴンクエストXI 過ぎ去りし時を求めて,2017,7,29,,保持,end,,,,,,,,,,
PS4,ウイニングイレブン 2018,2017,9,14,,保持,end,,,,,,,,,,
PS4,アンチャーテッド 古代神の秘宝,2017,9,14,,保持,wait,,,,,,,,,,
Switch,ファイアーエムブレム無双,2017,9,28,,保持,end,,,,,,,,,,
Switch,スーパーマリオ オデッセイ,2017,10,27,,保持,end,,,,,,,,,,
Switch,いっしょにチョキッと スニッパーズ プラス,2017,11,10,,保持,end,,,,,,,,,,
PS4,モンスターハンター：ワールド,2018,1,26,,保持,end,,,,,,,,,,
PS4,真・三國無双8,2018,2,8,,保持,end,,,,,,,,,,
PS4,ワンダと巨像,2018,2,8,,保持,end,,,,,,,,,,
Switch,Nintendo Labo,2018,4,20,,保持,play,,,,,,,,,,
Switch,Minecraft,2018,6,21,,保持,play,,,,,,,,,,
Switch,OCTOPATH TRAVELER,2018,7,13,,保持,end,,,,,,,,,,
PS4,ウイニングイレブン2019,2018,8,30,,保持,end,,,,,,,,,,
PS4,Marvel's SPIDER-MAN,2018,9,7,,保持,end,,,,,,,,,,
Switch,Undertale,2018,9,15,,保持,end,,,,,,,,,,
Switch,カプコン ベルトアクション コレクション,2018,12,6,,保持,end,,,,,,,,,,
Switch,任天堂 大乱闘スマッシュブラザーズ SPECIAL,2018,12,7,,保持,end,,,,,,,,,,
PS4,ドラゴンクエストビルダーズ2,2018,12,20,,保持,wait,,,,,,,,,,
PS4,キャサリン・フルボディ,2019,2,14,,保持,end,,,,,,,,,,
PS4,スーパーロボット大戦T,2019,3,20,,保持,end,,,,,,,,,,
PS4,SEKIRO,2019,3,22,,保持,wait,,,,,,,,,,
Switch,ファイアーエムブレム 風花雪月,2019,7,26,,保持,end,,,,,,,,,,
PS4,ウイニングイレブン2020,2019,9,10,,保持,end,,,,,,,,,,
Switch,ゼルダ夢を見る島,2019,9,20,,保持,end,,,,,,,,,,
Switch,リングフィットアドベンチャー,2019,10,18,,保持,now,,,,,,,,,,
PS4,DEATH STRANDING,2019,11,8,,保持,now,,,,,,,,,,
PS4,新サクラ大戦,2019,12,12,,保持,now,,,,,,,,,,
Switch,脳を鍛える大人のNintendo Switchトレーニング,2019,12,27,,保持,now,,,,,,,,,,
PS4,ペルソナ5 スクランブル ザ ファントム ストライカーズ,2020,2,20,,,,,,,,,,,,,
PS4,フ​ァ​イ​ナ​ル​フ​ァ​ン​タ​ジ​ー​V​I​I​ ​リ​メ​イ​ク,2020,4,10,,,,,,,,,,,,,
