Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL
出来事,1957,9,10,,,,,,,日農全国連合会を結成,,,
出来事,1957,9,29,,,,,,,共産党、新綱領草案を発表,,,
出来事,1957,10,1,,,,,,,国連総会 安保理非常任理事国に日本当選,,,
出来事,1957,10,11,,,,,,,社会党訪ソ使節団、ソ連共産党幹部と会談,,,
出来事,1957,11,1,,,,,,,臨時議会開会,,,
出来事,1957,11,9,,,,,,,文部省教育課程審議会、道徳教育のための特設時間設置の結論を出す,,,
出来事,1957,11,20,,,,,,,日教組・日高教、勤務評定抗議集会,,,
出来事,1957,12,6,,,,,,,日ソ通商条約調印,,,
出来事,1957,12,29,,,,,,,日韓抑留者相互釈放交渉妥結,,,
出来事,1957,6,3,,,,,,,日ソ定期航路開設の協定調印,,,
出来事,1957,10,9,,,,,,,社会党が警職法改正案の即時撤回を要求 自民・社会両党の対立で国会審議がストップ,,,
出来事,1958,1,20,,,,,,,インドネシア賠償協定調印,,,
出来事,1958,1,25,,,,,,,議会開会,,,
出来事,1958,2,8,,,,,,,在日米軍地上部隊引き上げ完了,,,
出来事,1958,2,18,,,,,,,駐ソ大使に門脇季光 ソ連へ安全操業・平和条約両交渉の分離要求手交,,,
出来事,1958,3,24,,,,,,,全日本農民組合連合会発足,,,
出来事,1958,4,15,,,,,,,第1回アフリカ会議,,,
出来事,1958,4,18,,,,,,,岸・鈴木党首会談 解散で一致,,,
出来事,1958,4,22,,,,,,,日ソ漁業交渉、妥結,,,
出来事,1958,4,25,,,,,,,衆院解散,,,
出来事,1958,5,13,,,,,,,切手展で中国国旗が引き摺り下ろされた事件に関連して中国諸契約など取り消しを通告 それに対して閣議は中国問題静観を確認,,,
出来事,1958,5,22,,,,,,,衆院選 第一党は自民党 第二党は社会党,,,
出来事,1958,5,24,,,,,,,第3回アジア競技大会,,,
出来事,1958,6,5,,,,,,,和歌山県教組、勤評反対共闘会議 実力行使の統一行動,,,
出来事,1958,6,9,,,,,,,上記闘争でピケ隊と警官隊が乱闘 16日には再衝突,,,
出来事,1958,6,17,,,,,,,特別国会開会,,,
出来事,1958,7,4,,,,,,,参院本会議で小中学校校長に対する管理職手当て法案可決成立,,,
出来事,1958,8,6,,,,,,,日教組、研修会の拒否闘争を指令,,,
出来事,1958,8,21,,,,,,,政府・自民党、勤評実施方針決定,,,
出来事,1958,8,28,,,,,,,文部省、道徳教育を義務化するため施行規則を改正 新学期から実施,,,
出来事,1958,9,12,,,,,,,藤山･ダレス会談 共同声明発表,,,
出来事,1958,9,15,,,,,,,日教組・総評の勤評全国闘争,,,
出来事,1958,9,30,,,,,,,臨時議会開会,,,
出来事,1958,10,4,,,,,,,日米安保条約改定の交渉開始,,,
出来事,1958,10,8,,,,,,,警職法改正案を国会に提出,,,
出来事,1958,10,14,,,,,,,岸首相、放送で「憲法第9条廃止の時」と言明,,,
出来事,1958,10,25,,,,,,,全国で警職法反対の第1次統一行動,,,
出来事,1958,11,4,,,,,,,政府・自民党、衆院本会議で抜き打ち会期延長を強行,,,
出来事,1958,11,8,,,,,,,社会党登院拒否で変則国会になる,,,
出来事,1958,11,22,,,,,,,自民・社民両党首、国会正常化で申し合わせ 警職法改正法案は審議未了・会期延長は有効・衆議院は自然休会を確認,,,
出来事,1958,12,1,,,,,,,一万円札発行,,,
出来事,1958,12,4,,,,,,,日ソ貿易協定調印,,,
出来事,1958,12,10,,,,,,,自民・社民両党幹部会談 国会正常化4項目の申し合わせ妥結,,,
出来事,1958,12,17,,,,,,,鈴木社会党委員長が談話を発表 「議会主義を通じ平和革命達成」を強調,,,
出来事,1958,12,27,,,,,,,自民党反主流派3閣僚＝池田勇人・三木武夫・灘尾弘吉 辞表提出,,,
出来事,1959,3,27,,,,,,,議事録,一、資金借入の件　三菱地所株式会社増資割当株式　壱七、五五〇株此払込金八七七、五〇〇円払込資金調達の為め左の通り資金借入とする　借入金額　金八七七、五〇〇円　借入先　三菱銀行本店　借入条件　利息　日歩二銭四厘　手形期限　六十日切手　差入担保　三菱地所株式会社株式二九、二五〇株当舎所有名義　償還予定　昭和三四年度中,,
出来事,1959,9,9,,,,,,,議事録,一、丸ノ内診療所に係る件　丸ノ内診療所を現状の儘一括三菱地所株式会社へ帰属セシムる案を決定し、その具体条件は同社と協議を為す事,,
出来事,1959,1,12,,,,,,,岸改造内閣なる,,,
出来事,1959,1,26,,,,,,,議会開会,,,
出来事,1959,2,8,,,,,,,黒部トンネル貫通,,,
出来事,1959,3,4,,,,,,,社会党訪中使節団出発 24日帰国,,,
出来事,1959,3,9,,,,,,,社会党浅沼党書記長が「米帝国主義は日中両国共同の敵」と演説,,,
出来事,1959,4,10,,,,,,,皇太子＝今上天皇 の結婚式,,,
出来事,1959,4,15,,,,,,,安保改定阻止第1次統一行動,,,
出来事,1959,5,1,,,,,,,参院「暁の国会」で防衛2法一部改正案を可決 成立,,,
出来事,1959,5,26,,,,,,,国際オリンピック委員会、64年のオリンピックを東京開催に決定,,,
出来事,1959,6,2,,,,,,,参院選,,,
出来事,1959,6,18,,,,,,,岸改造内閣 池田勇人入閣,,,
出来事,1959,6,25,,,,,,,臨時議会開会,,,
出来事,1959,7,11,,,,,,,岸首相、欧米・中南米へ出発,,,
出来事,1959,8,10,,,,,,,最高裁、松川事件に関して仙台高裁の判決を破棄 やり直し命ずる,,,
出来事,1959,9,1,,,,,,,国会で安保改定論争始まる,,,
出来事,1959,9,26,,,,,,,伊勢湾台風,,,
出来事,1959,10,19,,,,,,,自民党松村謙三ら中国視察に出発,,,
出来事,1959,10,27,,,,,,,臨時議会開会,,,
出来事,1959,11,27,,,,,,,総評の統一行動 安保改定・炭坑の企業整備反対 で労組・全学連のデモ隊が国会構内に入り負傷者多数,,,
出来事,1959,11,30,,,,,,,社会党離党の西尾派と河上派の一部による「民主社会主義新党準備会」発足,,,
出来事,1959,12,29,,,,,,,岸首相ら、新安保調印全権団決定,,,
出来事,1960,3,8,,,,,,,議事録,昭和三四年一〇月三〇日丸ノ内診療所を三菱地所株式会社へ帰属替えし、本会医療行為を廃止したので、本年度事業計画の一部「診療に関する施設及び経営」は同日限り之を廃止する,,
出来事,1960,3,8,,,,,,,議事録,"野田常任理事を議長として吉野、秋月、佐藤各理事で催した本会理事会の議事経過の要旨概略を記録すること左の通り
議長の提案要旨
昨年来武藤理事長より本人の報酬増額要求があり三菱本社在勤以来の経歴から言っても無下に要求拒否も出来兼ね又他面は本会財政の貧困並に他の有給理事及び一般従業員の増俸等関連する事項があるに拘らずやむなく本件を先議しなければならぬ成行になって談義を重ねた末、結局左の通り理事長増俸を提案することになった。各位に於ても意見はあろうが、事態の円満を主眼として同意を願いたい。
増俸案　月報制を年俸制に改めて　年額一二〇〇〇〇円　但従来の諸手当受託手当を止める　外に賞与　一、三〇〇、〇〇〇円　総計年額一、五〇〇、〇〇〇円
別に
理事長交際費年額十万円の枠を新しく設け其範囲に於て常任理事が同意した使途につき支払証書に依って経理部に於て支払う
参考意見(一部抜粋)
戦後の本会は財政貧困の為従業員の給与極めて低き事は多年の悩み
",,
出来事,1960,1,6,,,,,,,日米安全保障条約及び行政協定改定の日米交渉妥結,,,
出来事,1960,1,12,,,,,,,貿易・為替自由化の基本方針決定,,,
出来事,1960,1,15,,,,,,,全学連学生、新安保調印全権団渡米に反対し羽田空港に座り込み,,,
出来事,1960,1,24,,,,,,,民主社会党結成大会 中央執行委員長：西尾末広 書記長：曾禰益,,,
出来事,1960,1,25,,,,,,,三池争議 三井三池鉱業所、管内全山のロックアウト実施 労組は無期限スト,,,
出来事,1960,1,27,,,,,,,ソ連、「在日外国軍が撤退しない限り、歯舞・色丹は返還せず」と通告,,,
出来事,1960,1,30,,,,,,,議会開会,,,
出来事,1960,2,10,,,,,,,フルシチョフが東南アジア訪問に出発,,,
出来事,1960,3,17,,,,,,,三井三池炭坑労組内に執行部批判の声が起こり、3000人が第2組合を結成,,,
出来事,1960,3,23,,,,,,,社会党臨時大会で委員長に浅沼稲次郎、書記長に江田三郎を選出,,,
出来事,1960,3,25,,,,,,,アデナウアー西独首相来日,,,
出来事,1960,3,28,,,,,,,三井三池炭坑で第1・第2組合員が衝突し、重軽傷者多数,,,
出来事,1960,4,26,,,,,,,新安保阻止学生デモが全国各地で行われ、東京では国会議事堂付近に座り込み,,,
出来事,1960,5,1,,,,,,,メーデー 戦後最高の参加者,,,
出来事,1960,5,9,,,,,,,衆院安保特別委員会で社・民両党は厚木米軍基地の「黒いジェット機」について政府を追及,,,
出来事,1960,5,19,,,,,,,安保闘争 自民党、単独で新安保条約と会期遠量を警官を国会内に入れて教皇可決 国会周辺にデモ隊が集まる,,,
出来事,1960,5,21,,,,,,,新安保条約反対の国会請願デモ、各地から上京,,,
出来事,1960,5,26,,,,,,,安保改定阻止国民会議は「安保批准阻止・岸内閣総辞職・国会解散」のスローガンを掲げて全国統一行動,,,
出来事,1960,6,4,,,,,,,安保阻止国民会議は全国統一行動を実施,,,
出来事,1960,6,10,,,,,,,米使節が訪日打ち合わせのために羽田到着 デモ隊に空港を封鎖され米軍のヘリで脱出,,,
出来事,1960,6,15,,,,,,,安保阻止国民会議の統一行動に580万人が参加 全学連が国会構内に乱入し警官隊と衝突 樺場美智子が死亡,,,
出来事,1960,6,17,,,,,,,社会党顧問河上丈太郎、衆議院議員面会所わきで暴漢にさされ負傷,,,
出来事,1960,6,21,,,,,,,政府は極秘裏に持ち回り閣議で新安保条約を批准することを決め、天皇の認証を受けて手続き完了,,,
出来事,1960,6,23,,,,,,,日米新安保条約発効,,,
出来事,1960,7,14,,,,,,,自民党大会で池田勇人総裁に当選,,,
出来事,1960,7,,,,,,,,岸首相が刺される,,,
出来事,1960,7,15,,,,,,,岸内閣総辞職,,,
出来事,1960,7,18,,,,,,,国防会議、「第2次防衛力整備計画」を決定,,,
出来事,1960,7,,,,,,,,臨時議会開会,,,
出来事,1960,7,19,,,,,,,池田勇人内閣誕生,,,
出来事,1960,8,15,,,,,,,民社系の、全国農民同盟発足,,,
出来事,1960,9,5,,,,,,,自民党、高度成長･国民所得倍増政策を発表,,,
出来事,1960,9,29,,,,,,,列国議会同盟東京会議開催,,,
出来事,1960,10,12,,,,,,,社会党委員長浅沼稲次郎、右翼青年に刺殺される,,,
出来事,1960,10,17,,,,,,,臨時議会開会,,,
出来事,1960,10,24,,,,,,,衆院解散,,,
出来事,1960,11,1,,,,,,,三井三池争議は労使双方が平和宣言を確認 完全解決,,,
出来事,1960,11,20,,,,,,,衆院選 第一党は自民党 第二党は社会党,,,
出来事,1960,12,5,,,,,,,特別国会開会,,,
出来事,1960,12,8,,,,,,,第2次池田勇人内閣発足,,,
出来事,1960,12,26,,,,,,,議会開会,,,
出来事,1961,4,1,,1962,3,31,,,事業報告より,"規則一部改正
会員以外の者にも本会施設をしようさせることを定めてある寄附行為の趣旨が、本会規則の面に徹底を欠く点があるので、主務官庁の公益性伸長の指示に基づき規則を改正して、既存臨時会員制定の根拠並に其性格を明瞭にすると同時に、臨時会員費を廃して会員以外の者の施設使用を便にした。
会員数
年度末に於て115団体5435名+個人会員161名計5596名
",,
出来事,1961,1,17,,,,,,,日ソ民間文化協定調印,,,
出来事,1961,2,1,,,,,,,右翼少年が嶋中中央公論社長宅を襲撃 婦人を障害,,,
出来事,1961,2,5,,,,,,,社会党、構造改革論で新運動方針を決定,,,
出来事,1961,2,27,,,,,,,炭労、石炭政策転換を要求し、大手14社で一斉スト,,,
出来事,1961,3,6,,,,,,,社会党大会、8日に新委員長に河上丈太郎、書記長に江田三郎,,,
出来事,1961,3,10,,,,,,,全日赤、無期限スト突入 5月15日斡旋案受諾解決,,,
出来事,1961,4,10,,,,,,,対米関税交渉まとまる,,,
出来事,1961,4,18,,,,,,,資本取引自由化の措置を5月1日からと発表,,,
出来事,1961,4,29,,,,,,,衆院本会議は議長職権で開会 社会党欠席のまま農業基本法案可決,,,
出来事,1961,5,15,,,,,,,全日本赤十字労連、中労委斡旋案受諾,,,
出来事,1961,6,2,,,,,,,自民･民社両党、衆院法務委で、政防法案を強行可決,,,
出来事,1961,6,7,,,,,,,国会、自民・民社と社会党の対立激化で紛糾,,,
出来事,1961,6,8,,,,,,,通常国会閉会,,,
出来事,1961,6,12,,,,,,,農業基本法公布施行,,,
出来事,1961,6,19,,,,,,,池田首相・小林外相ら訪米 日米貿易経済合同委員会の設置決定,,,
出来事,1961,7,7,,,,,,,憲法調査会、憲法制定過程経過及び運用の実際についての調査報告,,,
出来事,1961,7,18,,,,,,,池田内閣改造,,,
出来事,1961,7,,,,,,,,第2次防衛力整備計画決定,,,
出来事,1961,8,8,,,,,,,松川事件差し戻し裁判 仙台高裁で全員無罪と判決,,,
出来事,1961,9,25,,,,,,,臨時議会開会,,,
出来事,1961,9,26,,,,,,,金融引き締め・設備投資抑制などを中心とする「国際収支改善対策」を閣議決定,,,
出来事,1961,9,,,,,,,,閣議で貿易自由化計画繰上げ決定,,,
出来事,1961,10,13,,,,,,,炭労、石炭政策転換陳情・デモ,,,
出来事,1961,10,,,,,,,,日韓全面会談再開,,,
出来事,1961,10,25,,,,,,,ソ連核実験に反対する自民・社会・民社3党の核実験禁止決議案 衆院可決 27日参院も可決,,,
出来事,1961,11,2,,,,,,,４まで日米貿易経済合同委員会第1回会合,,,
出来事,1961,11,11,,,,,,,朴正煕韓国最高会議庁来日 池田首相と会談,,,
出来事,1961,12,12,,,,,,,池田首相ら暗殺計画発覚逮捕 三無事件,,,
出来事,1961,12,23,,,,,,,憲法調査会で基本的問題点の審議始まる,,,
出来事,1961,12,26,,,,,,,議会開会,,,
出来事,1962,9,12,,,,,,,議事録,二、有価証券の移動追認の件,,
出来事,1962,1,16,,,,,,,農林省、米国管理制度懇談会を開く,,,
出来事,1962,1,18,,,,,,,陸上自衛隊に8個師団誕生,,,
出来事,1962,1,22,,,,,,,社会党、定期大会で河上委員長を再選 江田書記長3選,,,
出来事,1962,2,2,,,,,,,日米関税引き下げ協定調印,,,
出来事,1962,2,15,,,,,,,臨時行政調査会初会合 会長：佐藤喜一郎,,,
出来事,1962,3,9,,,,,,,政府、財政・金融引き締め堅持など13項目の「物価安定総合対策」を決定,,,
出来事,1962,3,19,,,,,,,米大統領、沖縄新政策を発表,,,
出来事,1962,3,22,,,,,,,ノテウ韓国大統領辞任 24日パクチョンヒが大統領代行,,,
出来事,1962,3,30,,,,,,,佐藤通産相、設備投資抑制を表明,,,
出来事,1962,4,17,,,,,,,第1回アジア農業協同組合会議 東京で開会,,,
出来事,1962,4,26,,,,,,,全日本労働総同盟組合会議(全労・総同盟・全官公の3団体で構成)結成 議長：中地熊蔵,,,
出来事,1962,5,7,,,,,,,選挙法改正案成立,,,
出来事,1962,6,17,,,,,,,北アルプス焼岳噴火,,,
出来事,1962,7,1,,,,,,,参院選,,,
出来事,1962,7,11,,,,,,,あなたの明日を新しく 創価学会が公明党結成です,,,
出来事,1962,7,18,,,,,,,池田改造内閣,,,
出来事,1962,8,4,,,,,,,臨時議会開会,,,
出来事,1962,8,8,,,,,,,訪ソ日本経済使節団出発,,,
出来事,1962,8,22,,,,,,,社会保障制度審議会、社会保障の基本方策を答申,,,
出来事,1962,9,15,,,,,,,大平外相、国連総会出席と欧米の8カ国訪問に出発,,,
出来事,1962,10,5,,,,,,,政府、「全国総合開発計画」を決定,,,
出来事,1962,10,13,,,,,,,石炭鉱業調査団、石炭対策を答申,,,
出来事,1962,10,17,,,,,,,民社党大会で西尾委員長を4千 書記長：西村栄一,,,
出来事,1962,10,22,,,,,,,キューバへの武器禁輸のための海上封鎖実施,,,
出来事,1962,10,26,,,,,,,池田首相の私的諮問機関「国つくり」懇談会初会合,,,
出来事,1962,10,31,,,,,,,新幹線200km超えました,,,
出来事,1962,11,4,,,,,,,池田首相訪欧,,,
出来事,1962,11,10,,,,,,,警察庁、麻薬禍追放のため東京で麻薬国際会議を開催,,,
出来事,1962,11,14,,,,,,,日英通商航海条約調印,,,
出来事,1962,11,29,,,,,,,社会党大会、河上委員長を3選 書記長に成田知己を選出,,,
出来事,1962,12,8,,,,,,,臨時議会開会,,,
出来事,1962,12,10,,,,,,,大野自民党副総裁、韓国を訪問,,,
出来事,1963,4,1,,1964,3,31,,,事業報告より,"会員数
122団体5988名+個人会員163名計6151名
",,
出来事,1963,1,21,,,,,,,議会開会,,,
出来事,1963,2,28,,,,,,,昭和の岩窟汪こと吉田石松老人に無罪の判決,,,
出来事,1963,3,28,,,,,,,ヒューム英外相来日,,,
出来事,1963,4,4,,,,,,,大平・ヒューム外相、外務省で日英通商航海条約の批准書交換,,,
出来事,1963,4,17,,,,,,,東京都知事選 自民党推薦が圧勝,,,
出来事,1963,7,1,,,,,,,「職安法および緊急失対法改正案」参院で長時間審議の末可決成立,,,
出来事,1963,7,6,,,,,,,通常国会閉会,,,
出来事,1963,7,10,,,,,,,近畿圏整備本部発足,,,
出来事,1963,7,18,,,,,,,池田改造内閣発足,,,
出来事,1963,8,14,,,,,,,日本、核停条約に調印,,,
出来事,1963,9,12,,,,,,,松川事件再上告で最高裁上告棄却判決 全員の無罪確定,,,
出来事,1963,10,15,,,,,,,臨時議会開会,,,
出来事,1963,11,9,,,,,,,三井三池鉱業所三川鉱でガス爆発 死亡者多数,,,
出来事,1963,11,,,,,,,,北京で日中民間漁業協定調印,,,
出来事,1963,11,21,,,,,,,総選挙,,,
出来事,1963,12,4,,,,,,,特別国会開会,,,
出来事,1963,12,,,,,,,,池田内閣総辞職,,,
出来事,1963,12,9,,,,,,,池田第3次池田内閣発足,,,
出来事,1964,4,1,,1965,3,31,,,事業報告より,"特約温泉旅館
伊東市　「竹うち」
伊東市　「鹿内」
栃木県塩谷郡　「あさや」
軽井沢　「つるや」
",,
出来事,1964,1,17,,,,,,,経済閣僚懇談会で消費者米価・バス料金などの年内引き上げ停止を決定,,,
出来事,1964,1,20,,,,,,,通常国会閉会,,,
出来事,1964,1,27,,,,,,,第3回日米貿易経済合同委員会開催 日米科学協力委員会の設置など決まる,,,
出来事,1964,2,1,,,,,,,文部省、道徳教育指導資料を発表,,,
出来事,1964,3,24,,,,,,,ライシャワー米駐日大使、キチガイに刺される,,,
出来事,1964,4,5,,,,,,,米海軍機、東京町田商店街に墜落,,,
出来事,1964,4,28,,,,,,,日本が経済協力開発機構,,,
出来事,1964,7,3,,,,,,,憲法調査会、7年間の審議にもとづく最終報告書を池田首相に提出,,,
出来事,1964,8,28,,,,,,,政府、米国に米原潜の日本寄航の受諾を回答,,,
出来事,1964,9,15,,,,,,,フルシチョフ・ソ連首相、訪ソの国会議員団と会見 席上で「米国が沖縄を返せばソ連も歯舞・色丹を返還」と発言,,,
出来事,1964,9,29,,,,,,,臨時行政調査会、2年7ヶ月の審議による16項目の答申を池田首相に提出,,,
出来事,1964,10,1,,,,,,,東海道新幹線、営業を始める,,,
出来事,1964,10,10,,,,,,,18まで東京オリンピック開催,,,
出来事,1964,10,25,,,,,,,池田首相、療養のため退陣を声明,,,
出来事,1964,11,9,,,,,,,臨時議会開会 池田内閣総辞職 後継に佐藤栄作を指名 全閣僚留任のまま佐藤内閣成立,,,
出来事,1964,11,17,,,,,,,公明党結成大会開会,,,
出来事,1964,11,20,,,,,,,臨時議会開会,,,
出来事,1964,12,17,,,,,,,経済閣僚懇談会で、物価安定のための総合対策 決まる,,,
出来事,1965,4,1,,1966,3,31,,,事業報告より,団体会員119団体5824名+個人会員155名計5979名,,
出来事,1965,8,11,,,,,,,議事録,"理事会報告書項中三菱各社と折衝に関し武藤理事長と野田常任理事の問答要旨
野田氏　この件は理事長が引受て既に四、五年になるが何になっても居るか五年もの長い間待たされたのではたまらない。早く結論を出して貰い、駄目なら駄目と養和会として今後の行き方を考えねばならぬ。
武藤氏　まだ駄目と云う結論が出た訳ではない。部長会の分科会が其後開催されない儘になって居る丈けである
野田氏　夫だから何時までも便々と引延ばされる丈けでは困る早く結論が出るよう努力して貰いたい
と強く要請された。
",,
出来事,1965,1,10,,,,,,,佐藤首相渡米,,,
出来事,1965,1,11,,,,,,,中教審、「期待される人間像」中間発表,,,
出来事,1965,1,21,,,,,,,議会開会,,,
出来事,1965,2,1,,,,,,,原水爆禁止国民会議結成,,,
出来事,1965,2,17,,,,,,,椎名外相渡韓,,,
出来事,1965,3,18,,,,,,,新南極観測船「ふじ」進水,,,
出来事,1965,4,20,,,,,,,緑風会の解散決定,,,
出来事,1965,5,6,,,,,,,社会党臨時大会 佐々木委員長、河野密副委員長へ,,,
出来事,1965,5,21,,,,,,,山一證券の再建計画発表,,,
出来事,1965,6,3,,,,,,,佐藤改造内閣発足,,,
出来事,1965,6,22,,,,,,,韓国基本条約と関係協定調印式 社会党・総評・全学連など46箇所で抗議集会,,,
出来事,1965,7,22,,,,,,,臨時議会開会,,,
出来事,1965,7,29,,,,,,,米爆撃機がサイゴン南東を爆撃 両社会党・公明・共産党が抗議 沖縄立法委は超党派で抗議決議,,,
出来事,1965,8,6,,,,,,,米で黒人投票法が成立,,,
出来事,1965,9,17,,,,,,,大型台風により全国的に被害,,,
出来事,1965,10,5,,,,,,,日韓条約審議のための臨時議会開会,,,
出来事,1965,11,10,,,,,,,原発東海発電所、営業用発送電に成功,,,
出来事,1965,12,2,,,,,,,国民生活審議会、消費者物価対策は作文行政と政府批判の建議,,,
出来事,1965,12,7,,,,,,,ローマ教皇と東方教会が1000年の時を超え和解,,,
出来事,1965,12,18,,,,,,,日韓条約批准書交換式,,,
出来事,1965,12,20,,,,,,,議会開会,,,
出来事,1966,4,1,,1967,3,31,,,事業報告より,"区画整理完了後、構内が狭隘となりたる上周囲に道路が開設され、場外逸球が道路ばかりでなく隣接する住宅へ落下することもあり、最早野球場として適当な環境で無くなった為め、八月末日限り閉鎖することにした。(略)猶右代替施設として当分の間三菱倶楽部千歳野球場の内一面を借用し会員の使用に供することとした。

",,
出来事,1966,4,1,,1967,3,31,,,事業報告より,"会員数
98団体4676名+個人会員125名計4801名",,
出来事,1966,3,17,,,,,,,議事録,"一、三菱各社と折衝に関する件
巣鴨野球場廃止に関連して、三菱倶楽部千歳野球場を代替施設として使用する案に付検討、養和会の基本線をくずすことなく理事長折衝の線に副つて今後の交渉を進めることに決定
",,
出来事,1966,4,1,,1967,3,31,,,事業報告より,一、巣鴨野球場閉鎖　同所過年区画整理完了後、構内が狭隘となりたる上周囲に道路が開設され、場外逸球が道路ばかりでなく隣接する住宅へ落下することもあり、最早野球場として適当な環境で無くなった為め、初月末日限り閉鎖することにした。今後の利用法については目下検討中である。,,
出来事,1966,2,,,,,,,,春闘共闘委員、物価メーデーを開催,,,
出来事,1966,7,,,,,,,,新東京国際空港の建設地を閣議決定,,,
出来事,1967,4,,,,,,,,美濃部亮吉都知事に当選,,,
出来事,1967,6,,,,,,,,資本取引自由化基本方針決定　閣議に於て,,,
出来事,1967,8,,,,,,,,公害対策基本法公布,,,
出来事,1968,4,30,,,,,,,議事録,武藤理事長より三菱各社と折衝の件につき発言あり全員異議なく了承した。,,
出来事,1968,7,10,,,,,,,議事録,"本会事業並びに三菱倶楽部に関する問題につき、種々意見の交換が行われたが、更に資料を集め、次回理事会において検討を進めることとなった。
巣鴨野球場跡活用の件
閉鎖中の巣鴨野球場跡を三菱重工㈱サッカー部に使用させることの可否につき諮り、他会員の関係もあるので、支障が生じたときは中止することとして、使用させることとなった。
",,
出来事,1968,12,11,,,,,,,議事録,"巣鴨土地区画整理生産の件
昭和二十三年より実施の巣鴨グラウンド土地区画整理に係る生産徴収金(昭和四十四年十二月東京都へ支払う、金七、四二五、〇四〇円)につき説明し、一同これ了承した。
",,
出来事,1968,12,27,,,,,,,議事録,"2　然しながら、今回三菱100年記念財団の巣鴨用地買収により、本会財政(判読不能)は一変するので、買収という事実を前にして、本会の収支を如何に考えるかより、値上げ問題(会費値上げ)もまた影響を受ける
3　値上げ問題は、また、本会々員の大部分が三菱関係(三菱各社(20社)62％、三菱関係会社(41社)22％)であるので、この■も十分考慮に入れなければならない
",,
出来事,1968,10,9,,,,,,,議事録,"2　三菱倶楽部との合体並びに三菱100年記念行事について
養和会を昔日の如く全三菱だけの厚生親睦機関に戻すことは、本会の公益法人たる性格上、またアウトサイダーの問題もあり、出来ないことであるが、当会創設の精神に鑑み、三菱倶楽部の業務を代行する等下記により実質的に融合一体の実を挙げ、その主旨を生かすこととしたい。
イ　アウトサイダーは漸減の方針をとる。
朝日、毎日は素手に脱退し、巣鴨グランド閉鎖以来、アウトサイダーは大巾に減少し、現在会員状況は次の通り(略)
ロ　三菱倶楽部の専用的利用
千歳グランド、尾久艇庫は三菱倶楽部に賃貸することにより、既に倶楽部の専有的利用に期しているが、更に巣鴨グランド(4000坪)戸田艇庫用地(500坪)、巣鴨思斎寮、宿舎敷地跡(500坪)を倶楽部(又は三菱各社)に売却又は賃貸することにより、倶楽部の専有的利用を倍増したい。右に依り、養和会施設の主要部分は、殆ど三菱倶楽部の専有的利用に供することとなり、一般会員との共同利用は、巣鴨テニスコート、巣鴨集会所及び各施設に過ぎなくなる。
ハ、三菱倶楽部従業員を当会に吸収し、当会にて倶楽部の業務を代行する。
1、倶楽部従業員の吸収
三菱倶楽部は任意団体である関係上、従業員は、便宜当会の任籍となっており、また経費管理業務は当会が一部代行している現状に鑑み、倶楽部従業員を名実ともに当会の従業員とし、同時に倶楽部の業務を当会にて代行することにより、変則、不適法の現状を解消するとともに、業務を一貫的に遂行し、事務処理の合理化を図ることとしたい。
2、倶楽部業務の代行
当会事務局にて、三菱倶楽部の業務一切を代行し倶楽部経費は独立会計として処理する。所要経費は倶楽部の負担とする。なお、当会は倶楽部の運営に参画し、その事務局を担当することとする。
",,
出来事,1968,10,9,,,,,,,議事録付属資料,"懇談事項覚
十月九日理事会における懇談事項左の通り
一、三菱倶楽部と合体の件
原案につき説明あった後
1、原案は、一つの考え方であるが、もつと抜本的な方法はないか。
2、三菱関係会社は、会員として残して置いてもよいと思う。
3、三菱倶楽部との合体は、アウトサイダーを退会させることが、先決問題と考えられるが、一体アウトサイダーを退会させ、三菱だけのものにできるか。
4、養和会を昔の様に、三菱だけのものにすることは、本会の公益法人たる性格上出来ないことであるが、関係会社を残置するとすれば、理論上は兎も角、実際問題として、三菱というイニシャルをつけない会社が会員の中にたくさんあることになるが、表面上は、門戸を開放してあるという一応のカモフラージになるので、この意味で、アウトサイダーは退会させられる。但し、退会させる理由付けがむづかしい。またアウトサイダーの中には、会社は納得しても、利用者個人が不満を漢字、つまらぬ投書などを監督官庁等えする懼れなしとしない。この点を慎重に考えねばならない。5、頼んで入会して貰った手前があるので、道義上の問題もある。6、会費をもつと上げることによつて、アウトサイダーを退会させてはどうか。7、関係会社は差支えないとして、純然たるアウトサイダーを退会させることが、望ましい。この線に沿つて具体的に検討しててはどうか。
等々意見が述べられた。
なお、千歳グランド地代値上げについては、金額は妥当と思われるが、会費値上げと同様、三菱倶楽部との合体の問題と併せて総体的に検討することとなつた。二、三菱一〇〇年行事との関連の件　本会として、一〇〇年行事にお役に立つべき資料の一原案を説明した。
",,
